date_of_birth,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id,cluster id
1918/07/01,lauren,frah,5,solomon crescent,stoney creek,leichhardt,2570,vic,3134475,febrl3-cl-258
1937/06/30,lily,manfield,10,cambage street,fairilght,harbord,3028,vic,7738285,febrl3-cl-259
1961/09/27,natalia,donaldson,5,studley street,ferngully,hawthorn,2207,vic,4846388,febrl3-cl-260
1918/02/13,jarod,netherton,8,alroy cifrcuit,berkeley village,warnbro,2615,qld,7763016,febrl3-cl-261
1993/05/13,joanna,doolxey,35,summerville crescent,warra gan,bethania,2220,qld,4843681,febrl3-cl-262
1968/02/22,timothy,britten,25,clarkson street,wyoming park,ulladulla,7320,wa,7761320,febrl3-cl-263
1977/11/28,david,sokic,11,gurubun close,binnalong,dianella,3042,wa,4848529,febrl3-cl-264
1990/12/30,neve,thandi,232,mcmaster street,brinjarry,belmont north,3134,qld,7760403,febrl3-cl-265
1924/12/30,brendan,elrick,13,leist street,tewantin plaza,wangaratta,3137,qld,7767407,febrl3-cl-266
1949/07/05,ruby,jeffries,73,forbes street,underwood,st albans,4165,nsw,8939903,febrl3-cl-267
1997/12/29,wilson,pinto,11,boustead circuit,jewells medical centre,granville,3161,qld,8930019,febrl3-cl-268
1981/10/17,blak,aldous,4,yambina crescent,north dara,west perth,3805,nsw,2067414,febrl3-cl-269
1907/09/17,catherine,graue,88,maranboy street,walhalla,brookfield,2207,nsw,4424731,febrl3-cl-270
1985/09/17,david,mccracken,19,daley crescent,,mayfield,3629,nsw,9195151,febrl3-cl-271
1920/05/10,sarsha,thorpe,10,macleay street,bega flts,toruqay,3197,nsw,3552154,febrl3-cl-272
1920/05/10,sarsha,thorpe,2,macleaya rtreet,bega flats,torquay,3197,nsw,9195865,febrl3-cl-273
1905/02/07,diamond,beiler,39,devonport street,craiglee station,maryborough,4221,vic,3554756,febrl3-cl-274
1969/06/22,caleb,kennaway,41,challinorcrescent,currandina,minim,7310,nsw,9192540,febrl3-cl-275
1924/09/24,benjamin,brain,12,leahy close,elizabeth residential village,dover heights,2164,nsw,9191751,febrl3-cl-276
1958/09/19,olivia,cecotti,4,dobell circuit,,cabramatta,6153,vic,6701777,febrl3-cl-277
1950/12/07,grace,timmermans,18,cussen street,hallsville,preston,2251,wa,6702521,febrl3-cl-278
1934/01/29,lachlan,hyland,16,colebatch place,penquite road,new lambton heights,4305,qld,6484656,febrl3-cl-279
1936/12/07,cameron,matson,19,gratwick street,beltrasna angus stud,manly vvale,6232,nsw,8252225,febrl3-cl-280
1985/08/26,anthony,mollnad,27,wakelin circuit,watchorns hill,boulder,3956,vic,6482481,febrl3-cl-281
1995/01/23,olivia,gwatking,6,bourke street,banksia village,currambine,2164,qld,8250782,febrl3-cl-282
1959/09/16,jacl,ottens,34,caley crescent,nioka,campsie,4030,qld,5959455,febrl3-cl-283
1913/04/05,arki,white,35,griffiths street,berragoon,mount isa,2122,sa,5957560,febrl3-cl-284
1981/03/20,george,artis,49,macfarland crescent,tulla burra,springfield,4019,vic,5959224,febrl3-cl-285
1944/04/19,shelbey,matthews,48,learmonth drive,dolphin arcade,sanctuary point,2289,nsw,3598907,febrl3-cl-286
1940/06/24,marcus,rei,290,geils court,cambri vlge,naremburn,6020,nsw,3592731,febrl3-cl-287
1982/01/19,ruyb,vown,65,fernyhough crescent,,lamington,3109,nsw,2911379,febrl3-cl-288
1993/10/06,samara,nicohll,22,roger dee,william wevb drive,beecroft,5106,qld,2914256,febrl3-cl-289
1915/10/28,grace,friebel,,edwell place,villa 2,moorabin,2117,wa,7313566,febrl3-cl-290
1947/06/17,william,bracci,13,hann street,upper flat,camp hill,2154,nsw,7315857,febrl3-cl-291
1951/07/11,chellea,matthews,4,windradyne street,palm lake resort,mount pleasant,2396,sa,7311371,febrl3-cl-292
1906/07/26,chelsea,oday,115,,woodleigh,woodlands,3179,nsw,9669480,febrl3-cl-293
1992/06/18,ewan,wittchen,8,barnett close,ronobri,bonnells bay,2295,vic,9662319,febrl3-cl-294
1934/09/03,william,stubbs,36,kingsmill street,lambar,canterbury,2260,wa,9667086,febrl3-cl-295
1946/11/18,emiily,croker,15,castleton crescent,montrose,como,4214,nsw,6056886,febrl3-cl-296
1954/03/06,natalia,george,22,woollum street,glenview,morwell,6056,wa,7746839,febrl3-cl-297
1957/03/06,wil,vincent,2,slessor crescent,tulliallan,mount isa,2076,nsw,7747820,febrl3-cl-298
1947/09/01,emiily,bullock,251,ivo whitton circuit,kacadoo,blackburn north,3746,nsw,2457694,febrl3-cl-299
1997/04/30,erin,maynard,14,wilshire street,warialda,little river,2777,vic,7429462,febrl3-cl-300
1967/07/23,grace,chitti,16,neeld place,treasalee,wyoming,3501,wa,9584513,febrl3-cl-301
1932/09/07,olivia,shepherd,39,burnage place,rowethorpe,winstonthills,3183,nsw,5731308,febrl3-cl-302
1940/11/27,georgia,ryan,38,cullen street,balmoral garden,emu plains,4068,nsw,9581805,febrl3-cl-303
1964/12/23,olivia,blackwell,21,barton highway,rowethorpe,artarmon,2229,qld,9582758,febrl3-cl-304
1981/12/18,emiily,vodden,41,clement place,arcadia,st johsn park,2170,nsw,9588930,febrl3-cl-305
1989/05/26,jack,stubbs,150,heard street,summerset,st agnes,5344,qld,1690126,febrl3-cl-306
1996/08/16,jack,facci,37,packer street,somerton park,belrose,3806,sa,1697247,febrl3-cl-307
1994/08/25,matthbew,donaldson,14,manity court,pacific terraces,charmhaven,3101,vic,9817986,febrl3-cl-308
1986/08/13,hunter,green,37,kingsmill atreet,john flynn medical centre,st ive,3084,nsw,9810237,febrl3-cl-309
1925/04/15,jade,dixon,202,leven street,francis chambers,toronto,3228,nsw,5898510,febrl3-cl-310
1977/01/21,shak,ang,7,buckley circuit,,toowoomba,6027,nsw,8352082,febrl3-cl-311
1940/03/30,chelsea,banasevich,124,grieve place,thane house,gawler east,2400,sa,8359979,febrl3-cl-312
1901/02/28,travis,stubbs,42,scardon street,st john of go hospital,calen,2156,nsw,5893718,febrl3-cl-313
1924/10/19,bailee,shepherd,35,rose scott circuit,gillin park,coonawarra,4650,vic,6633998,febrl3-cl-314
1909/12/26,willow,froscio,378,yandastreet,st johnof god hospital,keilor,5022,vic,6630637,febrl3-cl-315
1985/11/27,christopher,vilums,14,rene street,dalamar,crows nest,4754,sa,5181141,febrl3-cl-316
1938/11/14,olivia,dixon,80,twamley crescent,kingston tower,bundaberg north,2170,tas,7563867,febrl3-cl-317
1991/10/13,madeleine,green,20,weetman place,hopeview,orange,2125,vic,5184902,febrl3-cl-318
1976/02/03,,gillard,62,matina street,sun city resort,ascot park,4107,wa,9419843,febrl3-cl-319
1972/06/15,joel,ryan,26,lance hill avenue,cameroo,forest hill,3070,nsw,7563426,febrl3-cl-320
1962/01/09,alissa,kerley,38,magrath lcrescent,homesite 3,mount rorens,4701,nsw,5187806,febrl3-cl-321
1937/10/04,jasmine,bloomfaield,1277,tennyson crescent,holmeleigh,elanora heights,3918,sa,9415994,febrl3-cl-322
1961/03/18,william,bartel,7,horrocks street,leveritt park,baskerville,3781,qld,7560544,febrl3-cl-323
1981/09/25,callum,camens,35,latchford street,northwest medical centre,cloverdale,2481,tas,5181189,febrl3-cl-324
1942/05/25,james,watelrow,484,brigalow street,trevellyn,coffs harbour,3167,nsw,6912540,febrl3-cl-325
,bloomfield,jaiden,147,hopkins street,locn 3439,gorokan,2576,qld,7038120,febrl3-cl-326
1933/10/15,natasha,stanley,590,gooreen street,treetops,dalby,2062,qld,7039195,febrl3-cl-327
1944/04/09,jasmyn,seehusesn,198,alfred hill drive,sun city resort,elwood,3496,vic,4444319,febrl3-cl-328
1986/03/17,mitchell,boyle,10,crozier circuit,kinross street,spearwood,2640,sa,5795583,febrl3-cl-329
1917/03/12,tommy,raquel,2,albermarle place,hamilton central,auburn,6318,vic,5797844,febrl3-cl-330
1955/10/09,kai,white,8,cockcroft avenue,allunga,parramatta,4179,,5791061,febrl3-cl-331
1942/01/18,mackenzie,buzow,80,snowden place,windsor lodge,greenhill,2152,nsw,2858815,febrl3-cl-332
1940/12/03,samuel,webb,16,balala place,tourist caravn park,osborne park,5032,vic,9777818,febrl3-cl-333
1954/06/21,riley,wegemer,45,phillip avenue,walhalla,cremorne,3937,wa,9657253,febrl3-cl-334
1956/09/18,cooepr,cadwalwlader,48,mckillop circuit,ohio station,kellyville,4165,vic,9773620,febrl3-cl-335
1997/05/23,thomas,evison,18,power street,,haigslea,2880,wa,2858660,febrl3-cl-336
1906/06/22,isabelle,kaminskas,6,isis close,westholme,port augusta,2765,qld,5344955,febrl3-cl-337
1931/01/28,jasser,wessthorp,15,,,gwandalan,2770,sa,9654784,febrl3-cl-338
1901/02/19,joshua,green,1,hawkesbury crescent,loughmore,penola,6020,qld,2855631,febrl3-cl-339
1973/06/28,joshua,villiers,273,goyder street,loughmore,adelaide,2484,vic,9653869,febrl3-cl-340
1904/04/04,james,sebregts,30,holden crescent,,ngunnawal,3300,nsw,5342259,febrl3-cl-341
1979/02/28,maya,green,20,louisa lawson crescent,cargo road,bligh park,2560,wa,5349388,febrl3-cl-342
1919/05/21,matthew,sunderland,522,max henry crescent,tigers hill,banks,4152,nsq,5343886,febrl3-cl-343
1954/05/15,blake,bristow,12,archibald street,the willows,cleveland,2148,nsw,9773077,febrl3-cl-344
1995/12/12,indynaa,stagoll,13,stockdale street,norfolk park,morwell,4102,qld,3143553,febrl3-cl-345
1942/03/23,bradley,broadsby,28,companioncrsecent,tiverton,ballarat,4178,qls,3143033,febrl3-cl-346
1946/11/01,kylee,stephenson,81,rose scott circuit,cordoba manor,ashfield,4226,vic,4783085,febrl3-cl-347
1922/09/22,victora,dixon,66,cooney court,loma l nagie,hackh am,3156,nsw,4788064,febrl3-cl-348
1963/12/13,michael,laverty,6,lenehan street,sennocke,suffolk park,2208,vic,9807797,febrl3-cl-349
1977/01/29,isabella,hendricks,86,colborne place,dog rock shopping centre,north ryde,2000,nsw,9899655,febrl3-cl-350
1914/12/21,malakai,schoppe,31,boddington crescent,broadwatermcaravn park,trafaglar,2747,vic,9890346,febrl3-cl-351
1949/06/15,vlahodimos,isabelka,406,balfourcrescent,kersey h south,dutson,6026,nsw,3827946,febrl3-cl-352
1992/11/26,lock,cassidy,23,gurrang avenue,homestead camravan park,callala bay,4076,,3826197,febrl3-cl-353
1977/09/06,joshua,robson,12,windich street,indra,lansvale,6153,nsw,5573069,febrl3-cl-354
1964/07/05,beth,bambllng,38,maclagan street,centennial glen,gowanbrae,5062,nsw,5577649,febrl3-cl-355
1998/12/25,harrison,green,19,,cotswold park,lake bathurst,3194,vic,4706388,febrl3-cl-356
1968/01/08,lachlan,tebbutt,457,jim pike avenue,bendarra,lemon tree passage,3233,nsw,5276246,febrl3-cl-357
1978/09/09,archie,clarke,162,nangor street,omaru,westmead,2251,vic,5273648,febrl3-cl-358
1944/09/09,braecon,schuetz,122,howarth place,villa 19,alice springs,2024,vic,5276446,febrl3-cl-359
1937/12/12,gianni,dooley,38,ashburton circuit,brentwood vlge,ryde,6025,qld,5854405,febrl3-cl-360
1931/08/18,thomas,white,706,monaro crescent,birrabilla,point lonsdale,2088,wa,5855559,febrl3-cl-361
1910/03/10,oliver,bendyk,42,tallara parkway,yarrabin,queenscliff,2148,vic,5851063,febrl3-cl-362
1997/06/23,hugh,fenwick,19,biddell place,kolora,carlingford,4744,nsw,7482555,febrl3-cl-363
1965/04/26,magnus,mazzone,22,ingham place,halfmoon station,glengowrie,2285,nt,3684075,febrl3-cl-364
1972/12/01,olivr,clarke,35,macumba place,ordviewaestate,sunshine,3150,nsw,3931949,febrl3-cl-365
1971/10/20,charlie,ebert,21,brewster place,summerdale medical centre,frankston,4570,vic,3939901,febrl3-cl-366
1950/09/10,tara,grossman,1,denovan circuit,greigs flat,eastern heights,2560,qld,2324149,febrl3-cl-367
1936/07/03,karissa,creten,185,beattie crescent,birrabilla,moranbah,2525,nsw,2328993,febrl3-cl-368
1921/06/24,sophie,reid,37,hawkins close,greenhills,toowong,2267,wa,9022097,febrl3-cl-369
1907/06/12,john paul,binns,69,brand street,uc dia loi,mawson,4012,nsw,9026975,febrl3-cl-370
1951/05/26,ned,lodge,32,karuah street,athlone,bundamba,2280,act,9020603,febrl3-cl-371
1968/11/14,elli,mccarthy,35,druitt place,myalpa,penshurst,4551,nsw,7638218,febrl3-cl-372
1902/02/20,hugh,moody,50,jalanga crescent,grangemore,rye,4740,qld,7632147,febrl3-cl-373
1977/01/09,jack,campbell,169,marr street,rhosewyn,oakleigh,3356,vic,1485686,febrl3-cl-374
1938/03/27,benedict,coleman,23,summerville crescent,huntawyle,avondale heights,4560,wa,1480351,febrl3-cl-375
1988/08/21,destynii,bowerman,12,halford crescent,sutton,nollamara,2431,qld,6089424,febrl3-cl-376
1908/04/19,harley,mccarthy,177,pridham street,milton,marsden,3165,nsw,6089216,febrl3-cl-377
1964/12/18,megan,purdon,8,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2256,vic,1801047,febrl3-cl-378
1920/05/11,jinni,ongley,5,derrington crescent,mt sturt,coombabah,6007,vic,1805536,febrl3-cl-379
1920/08/05,tommi lee,tiut,45,vincent place,aranmor,orchard h ills,7250,tas,1237681,febrl3-cl-380
1970/03/09,finlay,white,15,goodwinstreet,meemar,salisbury heights,4228,qld,1233871,febrl3-cl-381
1945/05/25,samuel,bishop,142,beedham place,buffel rise,highbury,3844,vic,1234782,febrl3-cl-382
1944/05/21,petersen,sophie,141,ivo whitton circuit,flr 5 john flyn n medical centre,singletonn heights,3094,nsw,1237520,febrl3-cl-383
1929/07/27,nasyah,rawlings,15,andrew crescent,perido n vlge,bundaberg,3915,wa,1838569,febrl3-cl-384
1907/10/06,adele,bullock,609,shepherdson place,rosedale,rose bay,2170,vic,1839802,febrl3-cl-385
1988/03/29,jack,mcneeley,35,keverstone circuit,royal queensland yacht squadron,brighton le sands,4720,wa,1834993,febrl3-cl-386
1975/12/20,lydia,mccarthy,6,mckillop circuit,telemon orchards,cori,4670,nsw,1835068,febrl3-cl-387
1967/12/29,dylan,zilm,43,blamey crescent,condinup,wattle glen,4211,vic,4892613,febrl3-cl-388
1973/09/03,archie,campbell,1,wagstaff place,belmore river,carlingford,4560,vic,4897470,febrl3-cl-389
1953/05/21,ashlie,herbetr,14,spensley place,baptist retirement,whalan,3978,sa,6463138,febrl3-cl-390
1996/05/31,marcus,dunstonze,5,mcgowen close,paradise stud,toorak,4802,sa,8697439,febrl3-cl-391
1976/05/17,isabella,nguyen,16,wilshire street,erinsvale,rose bay,6207,vic,8693348,febrl3-cl-392
1955/06/13,jasmine,campbell,639,rawlings place,donald coburn lodg,narellan,7250,sa,8692804,febrl3-cl-393
1967/02/27,jake,grosser,3,lexcen avenue,horseshoe bend,bomaderry,2161,vic,8695287,febrl3-cl-394
1966/01/16,zachary,rees,4,hicks street,ferndale,camira,3016,vic,8690395,febrl3-cl-395
1962/05/18,daniel,nguyen,9,castleton crescent,south macroom,st johns park,5157,sa,8870477,febrl3-cl-396
1920/04/17,connor,bishop,27,jarreah,mackinnon street,aspley,6052,nsw,8871067,febrl3-cl-397
1959/02/28,jacob,whites,24,hacke place,belgrade park,bayview heights,2229,vic,8872631,febrl3-cl-398
1923/10/19,georgia,pettigrove,5,sinclair street,pinda,prairie,2478,nsw,9695933,febrl3-cl-399
1930/11/07,marbleigh,clarke,63,hodgson crescent,hawkins msaonic vlge,northciffe,2444,vic,3693124,febrl3-cl-400
1911/12/07,lucas,,177,maloney street,dalkeith cottage,craigmore,3595,vic,3698504,febrl3-cl-401
1955/01/03,keziah,parr,20,clift crecent,bro okvale,murphys rceek,2761,nsw,3697304,febrl3-cl-402
1987/05/09,nemesia,grifefn,10,derrington c rescent,hd curramulka,beechboro,2262,nsw,9760949,febrl3-cl-403
1940/09/18,jean lcaude,white,192,noel ryan garden,bowillia court,glengowrie,7018,nsw,9764411,febrl3-cl-404
1909/04/14,millieo,chandler,11,woodgate street,yatcha,middleton beach,3525,nsw,9769153,febrl3-cl-405
1924/12/14,brinley,white,21,boobialla street,sheep station,carlingford,2830,qld,2042443,febrl3-cl-406
1932/12/04,hugo,manson,31,cox street,milpara,mount eliza,2530,qld,2042233,febrl3-cl-407
1946/07/30,ashleigh,quilliam,57,bedford street,rosall,surrey hills,6525,nsw,6408479,febrl3-cl-408
1981/08/25,msx,morrison,30,yanda street,arlington,moonta,2024,qld,6404764,febrl3-cl-409
1976/08/24,callum,doody,137,emery street,texas station,matraville,7021,sa,8675161,febrl3-cl-410
1944/12/28,andrew,gielen,14,haywar d place,santa lucille,caulfiel d north,6450,vic,8670610,febrl3-cl-411
1920/03/05,shana,kowald,9,dookie street,locn24,port macquarie,2586,sa,2522502,febrl3-cl-412
1936/04/13,geofge,riddell,2,knoke avenue,bonnie doon,manly vale,4405,sa,2523840,febrl3-cl-413
1909/05/16,daniel,riding,228,antill street,rondayvoo,dimboola,6001,tas,2525592,febrl3-cl-414
1959/01/24,riley,gloster,24,farrer place,,frankston,3178,nsw,2526809,febrl3-cl-415
1931/03/18,lily,thorpe,313,rivett place,thurlgona,mount gravatt,6104,wa,9216285,febrl3-cl-416
1993/11/07,amy,allard,47,follett street,oakmont,penshurst,2121,vic,9211342,febrl3-cl-417
1923/01/22,bethany,cochrane,10,scott street,the wilolws,pennant ihlls,3160,vic,9211271,febrl3-cl-418
1992/01/26,sophe,cureton,164,drevermann street,burra minga,toronto,3149,qld,9218356,febrl3-cl-419
1901/09/27,lara,slape,11,lamington street,rosehill,albany creek,6020,wa,2204911,febrl3-cl-420
1997/06/24,hayden,ngai,40,hinkler srteet,berajodndo,night cliff,2263,vic,2206097,febrl3-cl-421
1948/05/11,joshua,linnell,2,lambrigg street,craigie lea garden,balwyn north,3185,qld,7096343,febrl3-cl-422
1937/12/30,mitchekl,waller,66,brewster place,osborne house,toowoomba,4740,sa,9707084,febrl3-cl-423
1975/03/15,jarvis,matthews,95,derrington crescent,the meadows,centennial park,2073,nsw,3771528,febrl3-cl-424
1947/05/30,jacob,kopievsky,24,downward place,banksia village,bunbury,4671,qld,3777070,febrl3-cl-425
1947/10/27,eliza,sherriff,30,abeckett street,,emerald,4280,nsw,9700056,febrl3-cl-426
1930/10/22,bradshaw,lauren,130,upa cottages,ashcroft crescent,stirling north,2198,vic,1926163,febrl3-cl-427
1976/10/17,andrew,klander,20,newman morois circuit,the willows,homebush,2285,vic,5392569,febrl3-cl-428
1916/09/02,jessica,schumann,8,wilkinson street,tintagel,penrith,4111,qld,1077134,febrl3-cl-429
1997/10/03,angus,stanley,6,lazar place,koobeja,floradhill,7008,qld,1076050,febrl3-cl-430
1984/04/22,thomas,meadows,13,bridge place,lyndonl odge,malvern east,2794,wa,1641632,febrl3-cl-431
1917/09/16,matthew,leong,20,kavel street,glen mwria,minchinbury,6153,nsw,1648925,febrl3-cl-432
1932/11/12,henry,bloomfield,97,mcdougall street,bendigo retirement village,rosebud,4563,wa,1646845,febrl3-cl-433
1996/06/13,lauren,crea,18,city walk,sit 9,athol park,3081,vic,1646449,febrl3-cl-434
1974/06/13,adriana,beadle,19,wakelin circuit,green lagoon,werrington,4670,vic,1644235,febrl3-cl-435
1920/03/31,alexandra,coffey,85,endeavour street,doodcinn,brisbane,4806,vic,6863212,febrl3-cl-436
1978/02/04,william,lazaroff,12,leahy close,millwood,forbes,7256,qld,8072193,febrl3-cl-437
1936/07/08,kz,kiczurczsk,32,paul coe crescent,avenel,wokalp,6112,nsw,4400796,febrl3-cl-438
1908/06/29,thom as,milburn,12,sheehy street,witsend,kilcoy,6153,as,6861021,febrl3-cl-439
1997/03/22,macy,klemm,20,bonython street,,aitkenvale,2485,vic,7990048,febrl3-cl-440
1936/12/15,sam,webb,5,deamer crescent,belaradah,west lakes shore,2570,wa,4408444,febrl3-cl-441
1983/02/07,brooke,ryan,46,hodgson crescent,karalta park,sale,3055,nsw,6860717,febrl3-cl-442
1949/07/06,harry,tippins,86,bussau close,north arm,klemzig,4005,nsw,7994028,febrl3-cl-443
1928/08/28,katelyn,colegate,55,fiveash street,retirement village,londonderry,2195,nsw,4406021,febrl3-cl-444
1995/01/10,isabella,clarke,59,gillespie street,flr 5 john flynn medical centre,mount victoria,2147,act,4409764,febrl3-cl-445
1984/09/06,ebiny,morby,,condavale,macgillivray street,armidale,2111,nsw,3945914,febrl3-cl-446
1934/09/09,charlotte,hyland,25,madsen place,leisure living vlge,clarinda,3108,qld,9354762,febrl3-cl-447
1978/05/27,emiioy,berry,3,tenison woods circuit,,ashfield,6169,nsw,6459366,febrl3-cl-448
1936/10/30,felicity,godfrey,16,stuckey place,oaklands village,slacks creek,6050,nsw,6452813,febrl3-cl-449
1925/01/17,matthew,paine,7,mcintyre street,urunga,moulyinning,7000,nws,6277575,febrl3-cl-450
1953/10/30,anthony,carbone,28,hugh mckayecrescent,,mount pleasant,2617,nsw,8781631,febrl3-cl-451
1924/08/12,brooke,nguyen,,truganini place,tallingap ark,chelsea heights,6062,vic,8781682,febrl3-cl-452
1982/08/07,natalia,marceta,57,halford cescent,kamilaroi dottage,lakes entrance,6072,wa,8788410,febrl3-cl-453
1963/11/10,jaime,musolino,342,elliott street,kildarra,bedfordale,2081,qld,8789539,febrl3-cl-454
1965/06/21,rebecca,blyde,15,torrens street,moorillyah,port augusta,3620,vic,8787550,febrl3-cl-455
1941/07/21,harry,kremneff,138,dalziel street,eventi de homes,parkdlae,2747,vic,6547065,febrl3-cl-456
1976/12/13,charlie,goode,7,tauss place,grandview,mitcham,2575,vic,6548135,febrl3-cl-457
1986/08/07,eboni,pantazopoulos,147,allott place,wyoming park,aldgate,2325,sa,9030076,febrl3-cl-458
1946/07/12,silas,edhouse,13,fincham cr escent,gateway vlge caravn park,terrigal,2720,nsw,6281089,febrl3-cl-459
1935/07/14,james,mccarthy,121,tillyard drive,amherst village,,5268,qld,6283744,febrl3-cl-460
1927/05/16,emmet,weller,11,copland drive,,birmingham gardens,4350,wa,6281502,febrl3-cl-461
1962/12/11,maddison,giordano,34,martley circuit,kiaora,ringwood,3492,qld,7118072,febrl3-cl-462
1913/03/03,aley,gibb,20,burdekinravenue,blueberry,deniliquin,2046,act,4379286,febrl3-cl-463
1943/03/06,jayden,browne,80,chaseling street,kincumber nauitcal vlge,sussex inlet,2630,nsw,2825950,febrl3-cl-464
1908/01/03,melissa,lanzotti,24,balfour rcescent,killaravlodge,cranbourne,2064,vic,7432331,febrl3-cl-465
1942/05/19,kyle,richmond,38,hammond close,oakdale,linudm,6110,sa,7435722,febrl3-cl-466
1945/01/22,quinn,godfrey,21,duffy street,ardersier,highton,3165,vic,3298961,febrl3-cl-467
1980/11/19,matilda,mestrov,5,house circuit,retirement village,taringa,3820,qld,2563135,febrl3-cl-468
1979/11/09,jasmine,sach,1,goble street,renown,gawler west,2031,nsw,2530372,febrl3-cl-469
1944/05/25,aleisha,mcelwee,34,osburn drive,parraweena,condell park,5237,act,2532051,febrl3-cl-470
1986/03/25,amber,black well,25,thomso n street,warrina lakes,salisbury,3188,nsw,2016958,febrl3-cl-471
1916/02/11,ambre,blackwell,25,thomson street,,salibsury,3188,nsw,5701396,febrl3-cl-472
1948/06/28,jemma,vincent,4,rivergum van park,bangalay crescent,wentwortdfalls,2572,sa,5700864,febrl3-cl-473
1984/03/15,julia,mantovano,149,barber crecent,the s hack,bogangar,4300,vic,4747871,febrl3-cl-474
1954/06/10,anita,brock,168,canaway place,rosetta village,mount warren park,2049,qld,4746605,febrl3-cl-475
1951/09/05,shakirah,evans zijlstra,1,ashkanasycrescent,townview,robina,2340,vic,4746855,febrl3-cl-476
1921/02/10,benjamin,koerbin,15,wybel anah,violet grover place,mill park,2446,nsw,3808808,febrl3-cl-477
1936/05/24,aiden,ryan,292,gundu lu place,honey patch,mosman,3076,wa,3804933,febrl3-cl-478
1977/01/08,caitlin,gallirhir,42,lanley square,cashbar,rochedale south,2790,sa,3809831,febrl3-cl-479
1957/05/19,harrison,domna,20,harry hopman circuit,moline village,toowong,2088,sa,1542335,febrl3-cl-480
1922/06/13,sebastian,mahoay,23,le gallienne street,brentwood vlge,sunshine,4073,qld,1542344,febrl3-cl-481
1938/04/06,oliver,durnin,7,davies place,fairlane estate,paddington,2024,nsw,3903404,febrl3-cl-482
1921/11/29,emmerson,lock,5,burnie street,gordale,thursday island,3147,vic,3901477,febrl3-cl-483
1956/03/30,schkirra,walpole,4,namadgi circuit,rydellan,bibra lake,2234,nsw,1950180,febrl3-cl-484
1968/05/21,tate,hingston,159,oxley street,wylarah,kurri kurri,5045,nsw,1954716,febrl3-cl-485
1978/11/23,timothy,neville,21,fihelly street,villa 2,st lucia,3108,wa,1955388,febrl3-cl-486
1911/11/30,finlay,rivers,5,crisp circuit,kersey south,newstead,2071,vic,1094276,febrl3-cl-487
1996/03/24,aaliyah,huddy,60,currong street,chactor,wellington point,2232,sa,1091178,febrl3-cl-488
1900/10/31,zoe,reid,2400,newman mo rris circuit,the lodge,dolls point,2550,nsw,8054503,febrl3-cl-489
1941/01/14,matthew,green,3,larpent street,brentwood vlge,dianella,2101,vic,8051408,febrl3-cl-490
1971/02/03,mitchell,bellamy,4,arthur circle,bolsro,coonalpyn,6210,vic,1090549,febrl3-cl-491
1962/11/16,emma,mattehws,39,vanzetti crescent,sunny brees,moorabbin,5198,qld,1091439,febrl3-cl-492
1961/05/03,jed,mcfadden,4,frencham place,wychwood,bongaree,0820,vic,1096232,febrl3-cl-493
1929/07/09,joshua,torzillo,92,maclaurin crescent,glubbaan,hawthorn,2148,nsw,1090709,febrl3-cl-494
1962/07/21,thomas,miles,18,caley crescent,villa 2,sunshine,4703,sa,8287970,febrl3-cl-495
1912/10/13,wanders,harry,120,morehead street,carrington trrmnt vlge,trevallyn,7205,sa,8289232,febrl3-cl-496
1991/11/01,webb,xani,5,len waters street,willmont park,landsborough,2617,wa,8286026,febrl3-cl-497
1902/11/08,,kempton,8,homburg street,yellow dam,blackotwn,3122,vic,8283089,febrl3-cl-498
1990/01/29,noah,sounness,18,leist street,moondani,seaforth,0832,qld,6693616,febrl3-cl-499
1909/10/23,noah,gamlin,18,canning street,villa 183,mosman,7262,sa,6693641,febrl3-cl-500
1958/04/20,jonah,thorpe,644,monkman street,wonga square,canley heights,5025,vic,6699959,febrl3-cl-501
1910/12/19,thomas,whigte,46,forlonge street,cleveland,speaewood,2471,sa,8203692,febrl3-cl-502
1965/10/18,connor,mayman,40,marenghoplace,wilga,toowoomba,2025,nsw,8203430,febrl3-cl-503
1986/06/23,connor,nguyen,19,lance hill avenue,kittani,sale,2261,nsw,1825598,febrl3-cl-504
1919/03/09,larsisa,bradshaw,4,blamey crescent,longridge,dulwich hill,2153,qld,1828283,febrl3-cl-505
1937/04/07,amber,pamplin,58,andrea palce,milton,seven hills,5040,wa,1824555,febrl3-cl-506
1916/05/03,nathan,priest,363,banks street,manresa,malvern east,4570,act,4665603,febrl3-cl-507
1991/08/04,oliver,vassiliotis,39,mortimer lewis drive,hattah kulkyne,leongatha,5022,nsw,4669127,febrl3-cl-508
1925/03/17,caitlin,mason,451,oakey creek road,moondah,parramatta,3036,nsw,2470308,febrl3-cl-509
1939/02/17,zachary,hope,64,costello circuit,foxlea,mosman,2280,nsw,2473890,febrl3-cl-510
1955/11/02,casey,vitkunas,11,jones place,karinga park,emmaville,2346,tas,2474313,febrl3-cl-511
1900/07/06,joshua,miles,21,meiklejohn place,rowethorpe,hamilton,3180,wa,6904808,febrl3-cl-512
1990/09/03,jordan,ryan,16,carnegie crescent,tahmoor,millbrook,6004,vic,2479030,febrl3-cl-513
1973/04/14,william,afford,80,marengo place,the hammond village,albury,2303,sa,7921733,febrl3-cl-514
